"년","구이름","동이름","평균거래금액","평균전용면적","평당가격","구분"
"2015",서초구,신원동,17532,24.0,743,"4"
"2015",양천구,신월동,11833,32.0,383,"4"
"2015",양천구,신정동,26326,69.0,392,"4"
"2015",송파구,신천동,39066,62.0,629,"4"
"2015",도봉구,쌍문동,16633,51.0,337,"4"
"2015",마포구,아현동,17855,31.0,583,"4"
"2015",강동구,암사동,15607,35.0,456,"4"
"2015",서초구,양재동,16373,36.0,440,"4"
"2015",영등포구,양평동2가,18381,47.0,455,"4"
"2015",영등포구,양평동3가,22142,56.0,427,"4"
"2015",영등포구,양평동4가,22966,57.0,452,"4"
"2015",영등포구,양평동5가,28265,63.0,452,"4"
"2015",영등포구,여의도동,29740,54.0,504,"4"
"2015",강남구,역삼동,23202,33.0,756,"4"
"2015",은평구,역촌동,12144,36.0,330,"4"
"2015",종로구,연건동,15575,31.0,502,"4"
"2015",종로구,연지동,14700,38.0,386,"4"
"2015",서대문구,연희동,18944,42.0,525,"4"
"2015",마포구,염리동,21075,39.0,551,"4"
"2015",강서구,염창동,21400,68.0,384,"4"
"2015",영등포구,영등포동,6000,19.0,308,"4"
"2015",영등포구,영등포동1가,12620,22.0,583,"4"
"2015",영등포구,영등포동2가,8235,30.0,266,"4"
"2015",영등포구,영등포동3가,12683,34.0,381,"4"
"2015",영등포구,영등포동4가,19129,26.0,735,"4"
"2015",영등포구,영등포동5가,11433,30.0,385,"4"
"2015",영등포구,영등포동6가,9325,35.0,273,"4"
"2015",영등포구,영등포동7가,8965,27.0,336,"4"
"2015",영등포구,영등포동8가,10670,17.0,612,"4"
"2015",송파구,오금동,17937,36.0,493,"4"
"2015",구로구,오류동,13456,41.0,371,"4"
"2015",중구,오장동,12500,22.0,566,"4"
"2015",성동구,옥수동,16084,27.0,593,"4"
"2015",성동구,용답동,15616,51.0,340,"4"
"2015",동대문구,용두동,13213,32.0,420,"4"
"2015",용산구,용산동5가,81084,109.0,744,"4"
"2015",서초구,우면동,15744,18.0,861,"4"
"2015",종로구,운니동,12500,37.0,340,"4"
"2015",종로구,원남동,14742,26.0,560,"4"
"2015",용산구,원효로1가,14859,26.0,577,"4"
"2015",용산구,원효로3가,16206,27.0,646,"4"
"2015",노원구,월계동,8481,24.0,342,"4"
"2015",중구,을지로2가,32983,40.0,833,"4"
"2015",중구,을지로3가,13520,32.0,409,"4"
"2015",중구,을지로5가,15338,27.0,561,"4"
"2015",중구,을지로6가,15050,22.0,697,"4"
"2015",중구,을지로7가,14225,23.0,612,"4"
"2015",은평구,응암동,11916,31.0,429,"4"
"2015",중구,의주로1가,31608,55.0,634,"4"
"2015",동대문구,이문동,9381,19.0,493,"4"
"2015",종로구,익선동,12083,22.0,567,"4"
"2015",종로구,인사동,20833,41.0,509,"4"
"2015",종로구,인의동,33220,64.0,519,"4"
"2015",강남구,자곡동,17904,25.0,706,"4"
"2015",광진구,자양동,27859,43.0,671,"4"
"2015",송파구,잠실동,30969,42.0,751,"4"
"2015",서초구,잠원동,21100,28.0,753,"4"
"2015",동대문구,장안동,13357,32.0,467,"4"
"2015",성북구,장위동,9070,26.0,352,"4"
"2015",중구,장충동2가,18500,34.0,539,"4"
"2015",종로구,적선동,25340,45.0,563,"4"
"2015",동대문구,전농동,13590,24.0,593,"4"
"2015",성북구,정릉동,26000,77.0,340,"4"
"2015",동대문구,제기동,8614,25.0,347,"4"
"2015",종로구,종로1가,43509,61.0,727,"4"
"2015",노원구,중계동,23075,62.0,376,"4"
"2015",광진구,중곡동,14766,21.0,718,"4"
"2015",마포구,중동,7900,17.0,459,"4"
"2015",중구,중림동,38306,65.0,610,"4"
"2015",중랑구,중화동,10800,22.0,486,"4"
"2015",은평구,진관동,14532,25.0,571,"4"
"2015",도봉구,창동,15729,51.0,316,"4"
"2015",종로구,창신동,13500,36.0,378,"4"
"2015",마포구,창전동,11700,20.0,576,"4"
"2015",서대문구,창천동,16045,28.0,578,"4"
"2015",구로구,천왕동,13230,31.0,467,"4"
"2015",강동구,천호동,15706,33.0,478,"4"
"2015",강남구,청담동,33434,38.0,657,"4"
"2015",중구,충무로3가,29105,36.0,808,"4"
"2015",중구,충무로5가,18000,33.0,551,"4"
"2015",종로구,충신동,14408,34.0,450,"4"
"2015",서대문구,충정로2가,16030,27.0,598,"4"
"2015",서대문구,충정로3가,13800,28.0,500,"4"
"2015",종로구,평창동,9425,23.0,404,"4"
"2015",종로구,필운동,12086,27.0,452,"4"
"2015",노원구,하계동,14175,40.0,351,"4"
"2015",성동구,하왕십리동,15305,33.0,490,"4"
"2015",성북구,하월곡동,27867,70.0,402,"4"
"2015",용산구,한강로1가,38409,53.0,743,"4"
"2015",용산구,한강로2가,23490,36.0,647,"4"
"2015",용산구,한강로3가,25962,46.0,553,"4"
"2015",용산구,한남동,20625,29.0,688,"4"
"2015",서대문구,합동,22358,40.0,573,"4"
"2015",마포구,합정동,30015,50.0,597,"4"
"2015",성동구,행당동,18473,28.0,648,"4"
"2015",서대문구,홍은동,17671,55.0,322,"4"
"2015",강서구,화곡동,8199,32.0,277,"4"
"2015",광진구,화양동,15081,29.0,545,"4"
"2015",중구,황학동,14267,26.0,563,"4"
"2015",종로구,효제동,14655,29.0,500,"4"
"2015",용산구,후암동,11900,34.0,346,"4"
"2015",동대문구,휘경동,10002,21.0,550,"4"
"2015",중구,흥인동,19781,28.0,700,"4"
"2016",송파구,가락동,14408,36.0,399,"4"
"2016",구로구,가리봉동,17687,53.0,364,"4"
"2016",금천구,가산동,14010,23.0,614,"4"
"2016",강서구,가양동,12636,28.0,457,"4"
"2016",용산구,갈월동,21356,34.0,626,"4"
"2016",강동구,강일동,13820,29.0,496,"4"
"2016",구로구,개봉동,8750,27.0,329,"4"
"2016",강남구,개포동,18604,33.0,560,"4"
"2016",송파구,거여동,12250,26.0,471,"4"
"2016",종로구,견지동,27773,44.0,644,"4"
"2016",종로구,경운동,25369,35.0,727,"4"
"2016",구로구,고척동,17500,44.0,508,"4"
"2016",마포구,공덕동,33773,55.0,645,"4"
"2016",노원구,공릉동,10827,28.0,413,"4"
"2016",강서구,공항동,11217,26.0,428,"4"
"2016",종로구,관철동,17750,25.0,724,"4"
"2016",광진구,광장동,17006,50.0,388,"4"
"2016",중구,광희동1가,11340,28.0,405,"4"
"2016",종로구,구기동,11650,30.0,391,"4"
"2016",구로구,구로동,16764,37.0,498,"4"
"2016",은평구,구산동,12900,37.0,350,"4"
"2016",광진구,구의동,16257,34.0,492,"4"
"2016",성동구,금호동1가,13900,30.0,464,"4"
"2016",성동구,금호동4가,16050,29.0,549,"4"
"2016",강동구,길동,10604,26.0,411,"4"
"2016",종로구,낙원동,15971,33.0,488,"4"
"2016",중구,남대문로5가,13950,36.0,383,"4"
"2016",관악구,남현동,17259,28.0,652,"4"
"2016",종로구,내수동,30078,39.0,771,"4"
"2016",마포구,노고산동,13116,21.0,669,"4"
"2016",동작구,노량진동,20897,27.0,798,"4"
"2016",은평구,녹번동,17179,46.0,379,"4"
"2016",강남구,논현동,40711,62.0,679,"4"
"2016",광진구,능동,14900,30.0,501,"4"
"2016",동대문구,답십리동,13549,29.0,484,"4"
"2016",영등포구,당산동,13060,25.0,529,"4"
"2016",영등포구,당산동2가,37092,80.0,463,"4"
"2016",영등포구,당산동3가,21452,46.0,487,"4"
"2016",영등포구,당산동4가,20088,40.0,506,"4"
"2016",영등포구,당산동5가,19665,28.0,723,"4"
"2016",영등포구,당산동6가,14075,24.0,624,"4"
"2016",영등포구,대림동,15668,37.0,420,"4"
"2016",동작구,대방동,9158,23.0,397,"4"
"2016",은평구,대조동,15380,38.0,489,"4"
"2016",강남구,대치동,24074,33.0,748,"4"
"2016",서대문구,대현동,19525,25.0,817,"4"
"2016",마포구,대흥동,24199,28.0,909,"4"
"2016",강남구,도곡동,54057,68.0,701,"4"
"2016",영등포구,도림동,28226,65.0,450,"4"
"2016",성동구,도선동,18847,40.0,488,"4"
"2016",마포구,도화동,27843,46.0,607,"4"
"2016",금천구,독산동,12782,34.0,394,"4"
"2016",종로구,돈의동,14016,31.0,447,"4"
"2016",마포구,동교동,21645,38.0,581,"4"
"2016",성북구,동선동1가,14250,34.0,395,"4"
"2016",성북구,동선동3가,9677,24.0,406,"4"
"2016",성북구,동선동4가,13144,22.0,607,"4"
"2016",성북구,동소문동4가,33400,79.0,422,"4"
"2016",성북구,동소문동6가,17829,27.0,688,"4"
"2016",용산구,동자동,57273,85.0,683,"4"
"2016",강동구,둔촌동,15519,26.0,602,"4"
"2016",강서구,등촌동,17993,45.0,410,"4"
"2016",강서구,마곡동,15110,23.0,649,"4"
"2016",성동구,마장동,13138,31.0,442,"4"
"2016",마포구,마포동,13605,37.0,378,"4"
"2016",중구,만리동1가,27173,45.0,611,"4"
"2016",중구,만리동2가,32776,58.0,574,"4"
"2016",중랑구,망우동,22519,49.0,485,"4"
"2016",중랑구,면목동,9062,18.0,510,"4"
"2016",강동구,명일동,23298,63.0,365,"4"
"2016",양천구,목동,33852,59.0,523,"4"
"2016",중랑구,묵동,11500,25.0,451,"4"
"2016",영등포구,문래동3가,45736,99.0,458,"4"
"2016",영등포구,문래동5가,10157,28.0,369,"4"
"2016",영등포구,문래동6가,31553,75.0,430,"4"
"2016",용산구,문배동,27736,43.0,710,"4"
"2016",송파구,문정동,22218,32.0,692,"4"
"2016",강북구,미아동,13791,22.0,615,"4"
"2016",서초구,방배동,22421,34.0,666,"4"
"2016",송파구,방이동,20043,37.0,550,"4"
"2016",도봉구,방학동,14433,34.0,446,"4"
"2016",강서구,방화동,8975,25.0,364,"4"
"2016",강북구,번동,12114,28.0,441,"4"
"2016",관악구,봉천동,13292,24.0,569,"4"
"2016",종로구,부암동,14660,31.0,469,"4"
"2016",서대문구,북가좌동,8967,23.0,395,"4"
"2016",은평구,불광동,12738,29.0,482,"4"
"2016",동작구,사당동,15950,27.0,632,"4"
"2016",종로구,사직동,32543,40.0,823,"4"
"2016",성북구,삼선동5가,14500,28.0,524,"4"
"2016",강남구,삼성동,34079,40.0,880,"4"
"2016",노원구,상계동,13318,32.0,426,"4"
"2016",중랑구,상봉동,11711,31.0,390,"4"
"2016",마포구,상수동,18873,29.0,642,"4"
"2016",마포구,상암동,24943,42.0,653,"4"
"2016",성동구,상왕십리동,15400,28.0,544,"4"
"2016",용산구,서계동,21717,28.0,770,"4"
"2016",마포구,서교동,17125,29.0,587,"4"
"2016",서초구,서초동,25137,36.0,689,"4"
"2016",성북구,석관동,13243,35.0,381,"4"
"2016",송파구,석촌동,19386,32.0,595,"4"
"2016",강동구,성내동,19774,38.0,561,"4"
"2016",성북구,성북동1가,14500,28.0,526,"4"
"2016",마포구,성산동,19113,39.0,527,"4"
"2016",성동구,성수동1가,18975,35.0,542,"4"
"2016",성동구,성수동2가,14455,30.0,511,"4"
"2016",강남구,세곡동,31777,47.0,684,"4"
"2016",송파구,송파동,22007,39.0,571,"4"
"2016",강남구,수서동,26429,44.0,598,"4"
"2016",종로구,수송동,36702,56.0,676,"4"
"2016",강북구,수유동,12367,32.0,391,"4"
"2016",중구,순화동,27969,37.0,755,"4"
"2016",종로구,숭인동,13591,25.0,526,"4"
"2016",금천구,시흥동,16749,44.0,416,"4"
"2016",마포구,신공덕동,26497,37.0,731,"4"
"2016",영등포구,신길동,13726,30.0,462,"4"
"2016",중랑구,신내동,13384,33.0,413,"4"
"2016",중구,신당동,16856,22.0,879,"4"
"2016",동작구,신대방동,25913,60.0,462,"4"
"2016",구로구,신도림동,33174,71.0,464,"4"
"2016",관악구,신림동,13317,27.0,514,"4"
"2016",종로구,신문로1가,36875,42.0,880,"4"
"2016",은평구,신사동,15469,44.0,354,"4"
"2016",동대문구,신설동,14699,30.0,499,"4"
"2016",서초구,신원동,20980,24.0,864,"4"
"2016",양천구,신월동,8283,23.0,342,"4"
"2016",양천구,신정동,27377,68.0,409,"4"
"2016",송파구,신천동,45686,66.0,702,"4"
"2016",도봉구,쌍문동,15380,41.0,405,"4"
"2016",마포구,아현동,19846,35.0,578,"4"
"2016",강동구,암사동,11000,27.0,407,"4"
"2016",서초구,양재동,17083,40.0,432,"4"
"2016",영등포구,양평동1가,27000,71.0,380,"4"
"2016",영등포구,양평동2가,20151,50.0,454,"4"
"2016",영등포구,양평동3가,23106,54.0,457,"4"
"2016",영등포구,양평동4가,23710,53.0,504,"4"
"2016",영등포구,양평동5가,34035,64.0,541,"4"
"2016",영등포구,여의도동,33460,58.0,535,"4"
"2016",강남구,역삼동,24432,35.0,746,"4"
"2016",은평구,역촌동,10033,29.0,348,"4"
"2016",종로구,연건동,14363,27.0,538,"4"
"2016",종로구,연지동,14725,35.0,446,"4"
"2016",서대문구,연희동,16877,34.0,545,"4"
"2016",마포구,염리동,21158,35.0,600,"4"
"2016",강서구,염창동,20471,60.0,448,"4"
"2016",영등포구,영등포동,8675,27.0,314,"4"
"2016",영등포구,영등포동1가,17031,23.0,746,"4"
"2016",영등포구,영등포동2가,7828,27.0,291,"4"
"2016",영등포구,영등포동3가,12857,32.0,423,"4"
"2016",영등포구,영등포동4가,19888,27.0,745,"4"
"2016",영등포구,영등포동5가,10500,23.0,449,"4"
"2016",영등포구,영등포동6가,10420,35.0,300,"4"
"2016",영등포구,영등포동7가,9895,26.0,373,"4"
"2016",영등포구,영등포동8가,13960,21.0,655,"4"
"2016",송파구,오금동,21665,41.0,528,"4"
"2016",구로구,오류동,14229,41.0,395,"4"
"2016",중구,오장동,11000,26.0,435,"4"
"2016",성동구,옥수동,17393,28.0,618,"4"
"2016",성동구,용답동,15763,39.0,407,"4"
"2016",동대문구,용두동,13966,33.0,435,"4"
"2016",용산구,용산동5가,93600,117.0,802,"4"
"2016",서초구,우면동,15634,20.0,791,"4"
"2016",종로구,운니동,17000,37.0,463,"4"
"2016",종로구,원남동,14350,25.0,581,"4"
"2016",용산구,원효로1가,15869,26.0,605,"4"
"2016",용산구,원효로2가,12350,21.0,576,"4"
"2016",용산구,원효로3가,11027,35.0,313,"4"
"2016",노원구,월계동,9696,30.0,333,"4"
"2016",중구,을지로2가,34723,42.0,842,"4"
"2016",중구,을지로3가,12250,29.0,419,"4"
"2016",중구,을지로5가,16853,31.0,570,"4"
"2016",중구,을지로6가,14486,21.0,689,"4"
"2016",중구,을지로7가,16156,24.0,680,"4"
"2016",은평구,응암동,10641,27.0,406,"4"
"2016",중구,의주로1가,38700,74.0,597,"4"
"2016",동대문구,이문동,9790,19.0,537,"4"
"2016",종로구,익선동,13786,22.0,643,"4"
"2016",종로구,인의동,32556,62.0,525,"4"
"2016",강남구,자곡동,18924,26.0,727,"4"
"2016",광진구,자양동,47520,72.0,697,"4"
"2016",송파구,잠실동,26490,37.0,720,"4"
"2016",서초구,잠원동,21442,27.0,790,"4"
"2016",동대문구,장안동,14787,36.0,420,"4"
"2016",성북구,장위동,9200,23.0,402,"4"
"2016",중구,장충동2가,29000,52.0,556,"4"
"2016",종로구,적선동,27167,47.0,580,"4"
"2016",동대문구,전농동,14097,25.0,608,"4"
"2016",성북구,정릉동,12450,33.0,377,"4"
"2016",동대문구,제기동,12960,36.0,364,"4"
"2016",종로구,종로1가,42127,59.0,744,"4"
"2016",성북구,종암동,7720,20.0,383,"4"
"2016",노원구,중계동,22631,59.0,389,"4"
"2016",광진구,중곡동,14900,21.0,722,"4"
"2016",마포구,중동,7817,17.0,454,"4"
"2016",중구,중림동,39733,67.0,625,"4"
"2016",중랑구,중화동,11361,22.0,512,"4"
"2016",은평구,진관동,17122,28.0,627,"4"
"2016",도봉구,창동,17199,47.0,372,"4"
"2016",종로구,창신동,10500,31.0,340,"4"
"2016",마포구,창전동,12500,21.0,623,"4"
"2016",서대문구,창천동,16191,27.0,608,"4"
"2016",구로구,천왕동,19825,43.0,504,"4"
"2016",강동구,천호동,17680,37.0,498,"4"
"2016",강남구,청담동,47094,45.0,752,"4"
"2016",중구,충무로3가,27301,31.0,886,"4"
"2016",중구,충무로5가,22000,23.0,955,"4"
"2016",종로구,충신동,15000,30.0,500,"4"
"2016",서대문구,충정로2가,17026,28.0,627,"4"
"2016",서대문구,충정로3가,16620,33.0,498,"4"
"2016",종로구,평창동,9450,23.0,411,"4"
"2016",중구,필동1가,37500,61.0,618,"4"
"2016",종로구,필운동,31267,64.0,519,"4"
"2016",노원구,하계동,14700,41.0,367,"4"
"2016",성동구,하왕십리동,15378,27.0,570,"4"
"2016",성북구,하월곡동,37250,86.0,437,"4"
"2016",용산구,한강로1가,36019,46.0,789,"4"
"2016",용산구,한강로2가,25679,36.0,704,"4"
"2016",용산구,한강로3가,23947,39.0,599,"4"
"2016",용산구,한남동,41400,60.0,698,"4"
"2016",서대문구,합동,25176,42.0,615,"4"
"2016",마포구,합정동,34818,53.0,741,"4"
"2016",성동구,행당동,18064,27.0,668,"4"
"2016",서대문구,홍은동,18500,56.0,330,"4"
"2016",종로구,홍지동,15400,52.0,299,"4"
"2016",강서구,화곡동,10200,30.0,375,"4"
"2016",광진구,화양동,17631,29.0,649,"4"
"2016",중구,황학동,15226,26.0,605,"4"
"2016",종로구,효제동,15667,30.0,518,"4"
"2016",용산구,후암동,12667,34.0,368,"4"
"2016",동대문구,휘경동,10125,22.0,524,"4"
"2016",중구,흥인동,24975,35.0,711,"4"
"2017",송파구,가락동,15513,35.0,435,"4"
"2017",구로구,가리봉동,19662,58.0,360,"4"
"2017",금천구,가산동,12588,22.0,600,"4"
"2017",강서구,가양동,13568,29.0,470,"4"
"2017",용산구,갈월동,22035,35.0,635,"4"
"2017",강동구,강일동,11998,25.0,482,"4"
"2017",구로구,개봉동,9150,26.0,350,"4"
"2017",강남구,개포동,19845,33.0,599,"4"
"2017",송파구,거여동,13933,28.0,490,"4"
"2017",종로구,견지동,29570,43.0,722,"4"
"2017",종로구,경운동,28263,38.0,767,"4"
"2017",구로구,고척동,25717,87.0,294,"4"
"2017",마포구,공덕동,32531,49.0,682,"4"
"2017",노원구,공릉동,11467,29.0,414,"4"
"2017",강서구,공항동,10385,26.0,402,"4"
"2017",종로구,관철동,17789,24.0,752,"4"
"2017",광진구,광장동,17721,51.0,384,"4"
"2017",중구,광희동1가,13841,32.0,440,"4"
"2017",종로구,구기동,13850,35.0,388,"4"
"2017",구로구,구로동,16651,35.0,511,"4"
"2017",은평구,구산동,18320,45.0,411,"4"
"2017",광진구,구의동,17462,33.0,546,"4"
"2017",성동구,금호동1가,12700,29.0,442,"4"
"2017",성동구,금호동4가,17000,23.0,754,"4"
"2017",강동구,길동,13639,31.0,463,"4"
"2017",종로구,낙원동,15871,31.0,503,"4"
"2017",관악구,남현동,14165,23.0,639,"4"
"2017",서초구,내곡동,18709,22.0,857,"4"
"2017",종로구,내수동,31443,40.0,788,"4"
"2017",마포구,노고산동,14016,23.0,643,"4"
"2017",동작구,노량진동,21992,21.0,1036,"4"
"2017",은평구,녹번동,13920,34.0,451,"4"
"2017",강남구,논현동,39518,55.0,735,"4"
"2017",광진구,능동,8429,42.0,201,"4"
"2017",동대문구,답십리동,13608,26.0,534,"4"
"2017",영등포구,당산동,11930,32.0,355,"4"
"2017",영등포구,당산동1가,25200,43.0,593,"4"
"2017",영등포구,당산동2가,41978,84.0,501,"4"
"2017",영등포구,당산동3가,23134,46.0,522,"4"
"2017",영등포구,당산동4가,22089,40.0,549,"4"
"2017",영등포구,당산동5가,21208,27.0,800,"4"
"2017",영등포구,당산동6가,19433,27.0,749,"4"
"2017",영등포구,대림동,22504,44.0,503,"4"
"2017",동작구,대방동,10828,21.0,527,"4"
"2017",은평구,대조동,10231,24.0,443,"4"
"2017",강남구,대치동,26527,34.0,812,"4"
"2017",서대문구,대현동,20096,26.0,770,"4"
"2017",마포구,대흥동,27880,28.0,1104,"4"
"2017",강남구,도곡동,62682,74.0,741,"4"
"2017",영등포구,도림동,29724,60.0,505,"4"
"2017",도봉구,도봉동,15100,29.0,503,"4"
"2017",성동구,도선동,19891,40.0,524,"4"
"2017",마포구,도화동,29932,45.0,667,"4"
"2017",금천구,독산동,15916,38.0,423,"4"
"2017",종로구,돈의동,15865,36.0,446,"4"
"2017",마포구,동교동,24885,41.0,619,"4"
"2017",성북구,동선동1가,10317,23.0,443,"4"
"2017",성북구,동선동3가,13429,28.0,479,"4"
"2017",성북구,동선동4가,16757,23.0,733,"4"
"2017",성북구,동소문동4가,32540,77.0,423,"4"
"2017",성북구,동소문동6가,17560,31.0,560,"4"
"2017",용산구,동자동,53654,77.0,715,"4"
"2017",강서구,등촌동,20142,45.0,466,"4"
"2017",강서구,마곡동,16715,23.0,715,"4"
"2017",성동구,마장동,13103,26.0,542,"4"
"2017",마포구,마포동,15296,39.0,403,"4"
"2017",중구,만리동1가,26567,37.0,723,"4"
"2017",중구,만리동2가,34241,52.0,680,"4"
"2017",중랑구,망우동,16722,31.0,583,"4"
"2017",중랑구,면목동,9012,23.0,428,"4"
"2017",강동구,명일동,36126,90.0,420,"4"
"2017",양천구,목동,43887,69.0,589,"4"
"2017",중랑구,묵동,13500,25.0,530,"4"
"2017",영등포구,문래동3가,52812,106.0,497,"4"
"2017",영등포구,문래동5가,10823,28.0,394,"4"
"2017",영등포구,문래동6가,34365,73.0,476,"4"
"2017",용산구,문배동,30011,43.0,765,"4"
"2017",송파구,문정동,26308,35.0,743,"4"
"2017",강북구,미아동,13863,22.0,618,"4"
"2017",서초구,방배동,25537,37.0,705,"4"
"2017",송파구,방이동,20178,34.0,615,"4"
"2017",도봉구,방학동,13534,29.0,472,"4"
"2017",강서구,방화동,9090,25.0,369,"4"
"2017",강북구,번동,11934,28.0,421,"4"
"2017",성북구,보문동2가,7750,23.0,334,"4"
"2017",관악구,봉천동,15216,25.0,647,"4"
"2017",종로구,부암동,10390,25.0,424,"4"
"2017",서대문구,북가좌동,9750,23.0,425,"4"
"2017",은평구,불광동,16153,35.0,495,"4"
"2017",동작구,사당동,14079,22.0,657,"4"
"2017",종로구,사직동,33732,40.0,853,"4"
"2017",성북구,삼선동5가,16733,36.0,470,"4"
"2017",강남구,삼성동,31729,41.0,812,"4"
"2017",송파구,삼전동,31200,38.0,816,"4"
"2017",노원구,상계동,13467,32.0,432,"4"
"2017",동작구,상도동,10500,19.0,565,"4"
"2017",중랑구,상봉동,14240,37.0,375,"4"
"2017",마포구,상수동,18452,26.0,684,"4"
"2017",마포구,상암동,31165,56.0,621,"4"
"2017",성동구,상왕십리동,16607,29.0,580,"4"
"2017",용산구,서계동,25113,30.0,851,"4"
"2017",마포구,서교동,17374,28.0,626,"4"
"2017",서초구,서초동,27734,38.0,734,"4"
"2017",성북구,석관동,11784,27.0,429,"4"
"2017",송파구,석촌동,18197,24.0,804,"4"
"2017",강동구,성내동,16227,29.0,579,"4"
"2017",마포구,성산동,23439,45.0,552,"4"
"2017",성동구,성수동1가,20039,35.0,580,"4"
"2017",성동구,성수동2가,15290,32.0,492,"4"
"2017",강남구,세곡동,27627,37.0,749,"4"
"2017",송파구,송파동,23213,38.0,621,"4"
"2017",강남구,수서동,29591,48.0,620,"4"
"2017",종로구,수송동,38826,57.0,689,"4"
"2017",강북구,수유동,12792,30.0,422,"4"
"2017",중구,순화동,31275,35.0,883,"4"
"2017",종로구,숭인동,16731,29.0,587,"4"
"2017",금천구,시흥동,17707,46.0,439,"4"
"2017",마포구,신공덕동,21684,30.0,752,"4"
"2017",영등포구,신길동,12406,26.0,475,"4"
"2017",중랑구,신내동,13849,35.0,408,"4"
"2017",중구,신당동,20790,27.0,790,"4"
"2017",동작구,신대방동,27336,55.0,541,"4"
"2017",구로구,신도림동,38675,76.0,515,"4"
"2017",관악구,신림동,13248,25.0,538,"4"
"2017",종로구,신문로1가,39555,43.0,929,"4"
"2017",은평구,신사동,20550,51.0,409,"4"
"2017",동대문구,신설동,15201,29.0,532,"4"
"2017",서초구,신원동,22600,26.0,859,"4"
"2017",양천구,신월동,9004,25.0,364,"4"
"2017",양천구,신정동,33507,70.0,480,"4"
"2017",송파구,신천동,45331,63.0,725,"4"
"2017",도봉구,쌍문동,21750,32.0,693,"4"
"2017",마포구,아현동,20413,34.0,610,"4"
"2017",강동구,암사동,11833,29.0,418,"4"
"2017",서초구,양재동,18925,42.0,443,"4"
"2017",영등포구,양평동1가,31400,104.0,303,"4"
"2017",영등포구,양평동2가,20502,45.0,500,"4"
"2017",영등포구,양평동3가,25216,51.0,515,"4"
"2017",영등포구,양평동4가,25202,51.0,532,"4"
"2017",영등포구,양평동5가,38055,64.0,598,"4"
"2017",영등포구,양평동6가,17500,30.0,584,"4"
"2017",영등포구,여의도동,39683,61.0,595,"4"
"2017",강남구,역삼동,25106,34.0,769,"4"
"2017",은평구,역촌동,13970,35.0,421,"4"
"2017",종로구,연건동,15217,26.0,595,"4"
"2017",종로구,연지동,13570,24.0,629,"4"
"2017",서대문구,연희동,20259,41.0,553,"4"
"2017",마포구,염리동,23440,36.0,657,"4"
"2017",강서구,염창동,17700,42.0,625,"4"
"2017",영등포구,영등포동,9100,27.0,339,"4"
"2017",영등포구,영등포동1가,14401,22.0,659,"4"
"2017",영등포구,영등포동2가,9250,30.0,296,"4"
"2017",영등포구,영등포동3가,13067,31.0,432,"4"
"2017",영등포구,영등포동4가,21684,27.0,803,"4"
"2017",영등포구,영등포동5가,14167,25.0,652,"4"
"2017",영등포구,영등포동6가,11179,28.0,392,"4"
"2017",영등포구,영등포동7가,10888,26.0,424,"4"
"2017",영등포구,영등포동8가,18245,24.0,731,"4"
"2017",송파구,오금동,20386,37.0,554,"4"
"2017",구로구,오류동,16055,44.0,415,"4"
"2017",중구,오장동,12000,26.0,457,"4"
"2017",성동구,옥수동,17304,28.0,615,"4"
"2017",성동구,용답동,16712,40.0,420,"4"
"2017",동대문구,용두동,14734,33.0,462,"4"
"2017",용산구,용산동5가,80000,92.0,871,"4"
"2017",서초구,우면동,15586,21.0,753,"4"
"2017",종로구,운니동,18150,37.0,494,"4"
"2017",종로구,원남동,17408,31.0,560,"4"
"2017",용산구,원효로1가,16494,25.0,651,"4"
"2017",용산구,원효로3가,11877,35.0,333,"4"
"2017",노원구,월계동,10638,28.0,382,"4"
"2017",강남구,율현동,58500,60.0,967,"4"
"2017",중구,을지로2가,33350,38.0,890,"4"
"2017",중구,을지로5가,15565,26.0,592,"4"
"2017",중구,을지로6가,17942,29.0,654,"4"
"2017",은평구,응암동,11843,29.0,429,"4"
"2017",중구,의주로1가,31348,58.0,616,"4"
"2017",동대문구,이문동,11983,19.0,662,"4"
"2017",종로구,익선동,9247,23.0,425,"4"
"2017",종로구,인의동,28923,52.0,564,"4"
"2017",강남구,자곡동,19467,26.0,743,"4"
"2017",광진구,자양동,38678,56.0,771,"4"
"2017",송파구,잠실동,36010,43.0,833,"4"
"2017",서초구,잠원동,23575,28.0,864,"4"
"2017",동대문구,장안동,17796,44.0,409,"4"
"2017",성북구,장위동,9450,25.0,377,"4"
"2017",중구,장충동2가,23264,44.0,529,"4"
"2017",종로구,적선동,23788,41.0,578,"4"
"2017",동대문구,전농동,14662,26.0,615,"4"
"2017",성북구,정릉동,29000,76.0,379,"4"
"2017",동대문구,제기동,14143,31.0,439,"4"
"2017",종로구,종로1가,38697,49.0,801,"4"
"2017",노원구,중계동,24066,58.0,418,"4"
"2017",광진구,중곡동,19674,30.0,660,"4"
"2017",마포구,중동,8100,17.0,470,"4"
"2017",중구,중림동,45971,70.0,673,"4"
"2017",중랑구,중화동,13256,28.0,496,"4"
"2017",은평구,진관동,16631,26.0,644,"4"
"2017",도봉구,창동,18197,45.0,412,"4"
"2017",종로구,창신동,11750,31.0,381,"4"
"2017",마포구,창전동,13200,18.0,728,"4"
"2017",서대문구,창천동,18082,28.0,653,"4"
"2017",구로구,천왕동,13167,23.0,563,"4"
"2017",강동구,천호동,17817,35.0,512,"4"
