"년","구이름","동이름","평균거래금액","평균전용면적","평당가격","구분"
"2019",용산구,한강로2가,149798,99.0,1415,"1"
"2019",용산구,한강로3가,163787,118.0,1373,"1"
"2019",용산구,한남동,268230,140.0,1762,"1"
"2019",서대문구,합동,88433,81.0,1103,"1"
"2019",마포구,합정동,95695,92.0,1045,"1"
"2019",구로구,항동,45784,83.0,558,"1"
"2019",성동구,행당동,87877,79.0,1132,"1"
"2019",종로구,행촌동,19600,45.0,432,"1"
"2019",마포구,현석동,114965,76.0,1529,"1"
"2019",서대문구,현저동,74105,76.0,994,"1"
"2019",서대문구,홍은동,45536,79.0,583,"1"
"2019",성동구,홍익동,54263,80.0,673,"1"
"2019",서대문구,홍제동,57488,77.0,770,"1"
"2019",종로구,홍파동,156487,84.0,1864,"1"
"2019",강서구,화곡동,53652,75.0,722,"1"
"2019",광진구,화양동,27959,33.0,870,"1"
"2019",중구,황학동,67295,79.0,889,"1"
"2019",동대문구,회기동,45158,55.0,885,"1"
"2019",중구,회현동1가,112980,120.0,991,"1"
"2019",중구,회현동2가,149775,162.0,928,"1"
"2019",종로구,효제동,21800,19.0,1180,"1"
"2019",용산구,효창동,83176,77.0,1125,"1"
"2019",용산구,후암동,81728,100.0,866,"1"
"2019",동대문구,휘경동,52535,73.0,745,"1"
"2019",동작구,흑석동,110917,87.0,1298,"1"
"2019",중구,흥인동,72064,76.0,1014,"1"
"2010",송파구,가락동,25072,57.0,458,"2"
"2010",구로구,가리봉동,23240,48.0,495,"2"
"2010",금천구,가산동,20224,55.0,373,"2"
"2010",강서구,가양동,25800,61.0,441,"2"
"2010",종로구,가회동,24040,76.0,315,"2"
"2010",용산구,갈월동,47550,55.0,892,"2"
"2010",은평구,갈현동,16919,55.0,312,"2"
"2010",구로구,개봉동,17683,59.0,303,"2"
"2010",강남구,개포동,31598,53.0,596,"2"
"2010",송파구,거여동,27592,48.0,596,"2"
"2010",종로구,계동,33333,76.0,441,"2"
"2010",강동구,고덕동,29444,47.0,638,"2"
"2010",구로구,고척동,15909,51.0,321,"2"
"2010",마포구,공덕동,25918,59.0,456,"2"
"2010",노원구,공릉동,17183,50.0,357,"2"
"2010",강서구,공항동,18945,49.0,399,"2"
"2010",광진구,광장동,28091,64.0,414,"2"
"2010",종로구,교북동,34000,42.0,809,"2"
"2010",종로구,구기동,35555,97.0,358,"2"
"2010",구로구,구로동,13967,44.0,314,"2"
"2010",은평구,구산동,17515,57.0,313,"2"
"2010",마포구,구수동,21173,46.0,426,"2"
"2010",광진구,구의동,23962,59.0,414,"2"
"2010",광진구,군자동,22772,57.0,405,"2"
"2010",구로구,궁동,19802,58.0,343,"2"
"2010",성동구,금호동1가,17207,42.0,407,"2"
"2010",성동구,금호동2가,27860,64.0,444,"2"
"2010",성동구,금호동3가,24753,53.0,488,"2"
"2010",성동구,금호동4가,31023,55.0,559,"2"
"2010",강동구,길동,20854,55.0,398,"2"
"2010",성북구,길음동,17172,43.0,419,"2"
"2010",서대문구,남가좌동,17489,53.0,340,"2"
"2010",용산구,남영동,54000,52.0,1040,"2"
"2010",중구,남창동,25000,51.0,494,"2"
"2010",관악구,남현동,27024,65.0,430,"2"
"2010",강서구,내발산동,19096,56.0,347,"2"
"2010",서대문구,냉천동,30200,80.0,376,"2"
"2010",마포구,노고산동,14700,29.0,508,"2"
"2010",동작구,노량진동,26144,56.0,485,"2"
"2010",은평구,녹번동,16408,51.0,328,"2"
"2010",강남구,논현동,34454,66.0,516,"2"
"2010",종로구,누상동,23982,62.0,382,"2"
"2010",종로구,누하동,24400,51.0,477,"2"
"2010",광진구,능동,21997,51.0,436,"2"
"2010",동대문구,답십리동,19154,54.0,386,"2"
"2010",영등포구,당산동,13000,36.0,356,"2"
"2010",영등포구,당산동1가,21100,55.0,387,"2"
"2010",영등포구,당산동3가,23667,60.0,399,"2"
"2010",영등포구,당산동4가,13200,51.0,258,"2"
"2010",영등포구,당산동6가,33262,54.0,619,"2"
"2010",마포구,당인동,35413,47.0,800,"2"
"2010",영등포구,대림동,17637,54.0,328,"2"
"2010",동작구,대방동,24131,62.0,400,"2"
"2010",서대문구,대신동,15925,52.0,320,"2"
"2010",은평구,대조동,17239,52.0,339,"2"
"2010",강남구,대치동,32591,53.0,622,"2"
"2010",마포구,대흥동,27413,45.0,629,"2"
"2010",강남구,도곡동,42259,75.0,564,"2"
"2010",영등포구,도림동,22806,64.0,366,"2"
"2010",도봉구,도봉동,14757,50.0,297,"2"
"2010",성동구,도선동,23667,85.0,278,"2"
"2010",마포구,도화동,23063,43.0,573,"2"
"2010",금천구,독산동,17829,55.0,325,"2"
"2010",성북구,돈암동,17821,51.0,357,"2"
"2010",마포구,동교동,26050,69.0,384,"2"
"2010",용산구,동빙고동,61365,91.0,891,"2"
"2010",성북구,동선동2가,18933,47.0,411,"2"
"2010",성북구,동선동3가,18067,66.0,281,"2"
"2010",성북구,동선동4가,23150,62.0,379,"2"
"2010",성북구,동선동5가,24167,80.0,312,"2"
"2010",성북구,동소문동1가,28557,77.0,363,"2"
"2010",성북구,동소문동4가,26071,73.0,361,"2"
"2010",성북구,동소문동6가,15500,45.0,346,"2"
"2010",성북구,동소문동7가,15386,59.0,260,"2"
"2010",종로구,동숭동,16497,56.0,285,"2"
"2010",용산구,동자동,35963,50.0,832,"2"
"2010",동작구,동작동,30396,66.0,465,"2"
"2010",강동구,둔촌동,18825,54.0,352,"2"
"2010",강서구,등촌동,20985,54.0,398,"2"
"2010",강서구,마곡동,37300,48.0,753,"2"
"2010",성동구,마장동,23089,57.0,409,"2"
"2010",송파구,마천동,29275,51.0,609,"2"
"2010",마포구,마포동,25567,57.0,448,"2"
"2010",중구,만리동2가,19917,43.0,484,"2"
"2010",중랑구,망우동,17535,52.0,351,"2"
"2010",마포구,망원동,22745,43.0,559,"2"
"2010",중랑구,면목동,19190,52.0,376,"2"
"2010",종로구,명륜1가,22419,64.0,351,"2"
"2010",종로구,명륜2가,12567,50.0,230,"2"
"2010",종로구,명륜3가,11750,46.0,257,"2"
"2010",종로구,명륜4가,41200,121.0,341,"2"
"2010",강동구,명일동,22378,56.0,415,"2"
"2010",양천구,목동,23174,54.0,440,"2"
"2010",종로구,무악동,21650,60.0,355,"2"
"2010",중랑구,묵동,20180,57.0,357,"2"
"2010",송파구,문정동,24001,49.0,497,"2"
"2010",강북구,미아동,16441,49.0,340,"2"
"2010",서초구,반포동,44143,79.0,591,"2"
"2010",서초구,방배동,40003,64.0,664,"2"
"2010",송파구,방이동,25939,56.0,481,"2"
"2010",도봉구,방학동,15908,50.0,314,"2"
"2010",강서구,방화동,17753,53.0,343,"2"
"2010",강북구,번동,12849,45.0,280,"2"
"2010",용산구,보광동,49804,48.0,1068,"2"
"2010",성북구,보문동1가,15900,38.0,418,"2"
"2010",성북구,보문동2가,16363,55.0,298,"2"
"2010",성북구,보문동3가,20000,52.0,401,"2"
"2010",성북구,보문동5가,22500,56.0,402,"2"
"2010",성북구,보문동6가,22874,58.0,397,"2"
"2010",성북구,보문동7가,23970,54.0,445,"2"
"2010",동작구,본동,25850,37.0,699,"2"
"2010",관악구,봉천동,19762,56.0,359,"2"
"2010",종로구,부암동,27691,78.0,335,"2"
"2010",서대문구,북가좌동,18278,54.0,350,"2"
"2010",서대문구,북아현동,26045,60.0,457,"2"
"2010",은평구,불광동,15755,50.0,323,"2"
"2010",성동구,사근동,25000,55.0,453,"2"
"2010",동작구,사당동,23211,55.0,427,"2"
"2010",종로구,사직동,10717,27.0,355,"2"
"2010",성북구,삼선동1가,14580,40.0,381,"2"
"2010",성북구,삼선동2가,21500,66.0,350,"2"
"2010",성북구,삼선동3가,23213,65.0,373,"2"
"2010",성북구,삼선동4가,19729,60.0,339,"2"
"2010",성북구,삼선동5가,15346,59.0,262,"2"
"2010",강남구,삼성동,36000,58.0,610,"2"
"2010",송파구,삼전동,23022,49.0,485,"2"
"2010",종로구,삼청동,40000,91.0,440,"2"
"2010",노원구,상계동,15673,50.0,321,"2"
"2010",동작구,상도1동,20353,50.0,433,"2"
"2010",동작구,상도동,23443,59.0,392,"2"
"2010",중랑구,상봉동,18014,56.0,328,"2"
"2010",마포구,상수동,32472,44.0,809,"2"
"2010",성북구,상월곡동,18833,57.0,331,"2"
"2010",강동구,상일동,60254,100.0,582,"2"
"2010",용산구,서계동,31394,49.0,650,"2"
"2010",마포구,서교동,21435,50.0,448,"2"
"2010",용산구,서빙고동,42500,45.0,920,"2"
"2010",서초구,서초동,42963,81.0,518,"2"
"2010",성북구,석관동,16514,49.0,335,"2"
"2010",송파구,석촌동,24776,51.0,495,"2"
"2010",강동구,성내동,19719,51.0,393,"2"
"2010",성북구,성북동,44278,89.0,439,"2"
"2010",성북구,성북동1가,24661,74.0,329,"2"
"2010",마포구,성산동,22000,57.0,394,"2"
"2010",성동구,성수동1가,44175,48.0,959,"2"
"2010",성동구,성수동2가,39388,54.0,747,"2"
"2010",종로구,송월동,35500,37.0,955,"2"
"2010",성동구,송정동,29000,67.0,436,"2"
"2010",송파구,송파동,25091,49.0,536,"2"
"2010",은평구,수색동,25139,44.0,598,"2"
"2010",강북구,수유동,15593,51.0,308,"2"
"2010",종로구,숭인동,19957,56.0,361,"2"
"2010",금천구,시흥동,17688,56.0,324,"2"
"2010",마포구,신공덕동,24868,53.0,469,"2"
"2010",종로구,신교동,38208,85.0,409,"2"
"2010",영등포구,신길동,21775,53.0,432,"2"
"2010",중랑구,신내동,14610,46.0,321,"2"
"2010",중구,신당동,21826,55.0,434,"2"
"2010",동작구,신대방동,19952,58.0,348,"2"
"2010",관악구,신림동,16565,52.0,317,"2"
"2010",종로구,신문로2가,70500,170.0,416,"2"
"2010",은평구,신사동,18436,54.0,340,"2"
"2010",동대문구,신설동,11000,48.0,229,"2"
"2010",마포구,신수동,25974,49.0,567,"2"
"2010",종로구,신영동,25232,75.0,325,"2"
"2010",양천구,신월동,15146,48.0,320,"2"
"2010",양천구,신정동,18601,52.0,370,"2"
"2010",용산구,신창동,65000,64.0,1017,"2"
"2010",서대문구,신촌동,6000,31.0,194,"2"
"2010",중구,쌍림동,27000,42.0,649,"2"
"2010",도봉구,쌍문동,15849,51.0,311,"2"
"2010",마포구,아현동,19374,54.0,390,"2"
"2010",종로구,안국동,20000,80.0,250,"2"
"2010",성북구,안암동1가,17688,46.0,385,"2"
"2010",성북구,안암동2가,16300,45.0,353,"2"
"2010",성북구,안암동3가,20811,79.0,288,"2"
"2010",성북구,안암동5가,22000,54.0,410,"2"
"2010",강동구,암사동,19101,45.0,444,"2"
"2010",서초구,양재동,33894,57.0,614,"2"
"2010",영등포구,양평동3가,14000,39.0,360,"2"
"2010",영등포구,양평동4가,22688,45.0,508,"2"
"2010",영등포구,양평동5가,33200,41.0,802,"2"
"2010",영등포구,양평동6가,28986,48.0,605,"2"
"2010",강남구,역삼동,29576,54.0,567,"2"
"2010",은평구,역촌동,17482,53.0,331,"2"
"2010",종로구,연건동,12320,37.0,345,"2"
"2010",마포구,연남동,20773,56.0,370,"2"
"2010",서대문구,연희동,20197,64.0,315,"2"
"2010",마포구,염리동,26509,64.0,425,"2"
"2010",강서구,염창동,21530,50.0,440,"2"
"2010",영등포구,영등포동,22454,53.0,432,"2"
"2010",영등포구,영등포동7가,26967,71.0,412,"2"
"2010",중구,예장동,37250,119.0,314,"2"
"2010",송파구,오금동,22767,56.0,411,"2"
"2010",구로구,오류동,18102,56.0,331,"2"
"2010",성동구,옥수동,34007,94.0,346,"2"
"2010",종로구,옥인동,33500,64.0,523,"2"
"2010",서대문구,옥천동,15279,36.0,453,"2"
"2010",구로구,온수동,21001,57.0,376,"2"
"2010",강서구,외발산동,13563,51.0,277,"2"
"2010",마포구,용강동,25714,51.0,542,"2"
"2010",성동구,용답동,21956,56.0,382,"2"
"2010",동대문구,용두동,24982,64.0,420,"2"
"2010",용산구,용문동,39006,64.0,670,"2"
"2010",용산구,용산동2가,29343,43.0,747,"2"
"2010",서초구,우면동,61167,121.0,488,"2"
"2010",강북구,우이동,23083,65.0,336,"2"
"2010",종로구,원서동,19240,53.0,364,"2"
"2010",용산구,원효로1가,40057,52.0,780,"2"
"2010",용산구,원효로2가,52000,54.0,962,"2"
"2010",용산구,원효로4가,49850,56.0,898,"2"
"2010",노원구,월계동,14735,49.0,310,"2"
"2010",성동구,응봉동,15990,51.0,308,"2"
"2010",은평구,응암동,15565,50.0,319,"2"
"2010",동대문구,이문동,11816,35.0,365,"2"
"2010",용산구,이촌동,19000,48.0,398,"2"
"2010",용산구,이태원동,63595,95.0,660,"2"
"2010",강남구,일원동,42178,52.0,800,"2"
"2010",광진구,자양동,28567,50.0,594,"2"
"2010",송파구,잠실동,25189,50.0,509,"2"
"2010",서초구,잠원동,22642,57.0,390,"2"
"2010",동대문구,장안동,19340,53.0,369,"2"
"2010",성북구,장위동,21355,49.0,444,"2"
"2010",중구,장충동1가,35380,70.0,498,"2"
"2010",중구,장충동2가,5067,29.0,162,"2"
"2010",동대문구,전농동,20425,48.0,505,"2"
"2010",성북구,정릉동,18188,60.0,308,"2"
"2010",동대문구,제기동,21201,59.0,379,"2"
"2010",성북구,종암동,20472,56.0,370,"2"
"2010",용산구,주성동,84500,74.0,1136,"2"
"2010",노원구,중계동,19884,61.0,322,"2"
"2010",광진구,중곡동,21985,54.0,415,"2"
"2010",마포구,중동,17087,52.0,335,"2"
"2010",중구,중림동,20700,50.0,419,"2"
"2010",중랑구,중화동,17412,53.0,337,"2"
"2010",은평구,증산동,23011,52.0,466,"2"
"2010",도봉구,창동,17203,55.0,312,"2"
"2010",종로구,창성동,30000,79.0,380,"2"
"2010",종로구,창신동,18342,46.0,401,"2"
"2010",마포구,창전동,18264,41.0,447,"2"
"2010",서대문구,창천동,18432,48.0,392,"2"
"2010",서대문구,천연동,15000,52.0,290,"2"
"2010",강동구,천호동,23560,52.0,478,"2"
"2010",강남구,청담동,80691,114.0,678,"2"
"2010",동대문구,청량리동,16368,51.0,333,"2"
"2010",종로구,청운동,58262,116.0,503,"2"
"2010",용산구,청파동1가,34322,58.0,617,"2"
"2010",용산구,청파동2가,37925,52.0,752,"2"
"2010",용산구,청파동3가,28400,50.0,581,"2"
"2010",종로구,체부동,29500,53.0,543,"2"
"2010",종로구,충신동,10000,26.0,383,"2"
"2010",서대문구,충정로2가,28500,68.0,416,"2"
"2010",서대문구,충정로3가,24165,53.0,487,"2"
"2010",종로구,통의동,39000,63.0,618,"2"
"2010",종로구,평동,39933,55.0,727,"2"
"2010",종로구,평창동,74545,116.0,486,"2"
"2010",송파구,풍납동,20216,53.0,392,"2"
"2010",중구,필동2가,32500,76.0,433,"2"
"2010",종로구,필운동,30075,68.0,436,"2"
"2010",노원구,하계동,24256,70.0,325,"2"
"2010",성동구,하왕십리동,24243,63.0,390,"2"
"2010",성북구,하월곡동,17269,52.0,340,"2"
"2010",용산구,한강로1가,40333,37.0,1162,"2"
"2010",용산구,한강로2가,35559,28.0,2084,"2"
"2010",용산구,한강로3가,97760,47.0,2304,"2"
"2010",용산구,한남동,67859,82.0,873,"2"
"2010",마포구,합정동,32011,48.0,712,"2"
"2010",구로구,항동,17312,53.0,338,"2"
"2010",성동구,행당동,23641,46.0,579,"2"
"2010",종로구,행촌동,13680,45.0,292,"2"
"2010",마포구,현석동,31306,49.0,656,"2"
"2010",종로구,혜화동,28385,83.0,353,"2"
"2010",서대문구,홍은동,16372,56.0,296,"2"
"2010",성동구,홍익동,28900,59.0,494,"2"
"2010",서대문구,홍제동,16917,54.0,319,"2"
"2010",종로구,홍지동,21868,82.0,269,"2"
"2010",종로구,홍파동,32000,61.0,555,"2"
"2010",강서구,화곡동,17053,51.0,342,"2"
"2010",광진구,화양동,27863,61.0,453,"2"
"2010",동대문구,회기동,16852,56.0,314,"2"
"2010",중구,회현동1가,22000,70.0,315,"2"
"2010",종로구,효자동,43000,77.0,556,"2"
"2010",용산구,효창동,30672,59.0,541,"2"
"2010",용산구,후암동,32516,59.0,573,"2"
"2010",동대문구,휘경동,15651,48.0,340,"2"
"2010",동작구,흑석동,37199,58.0,689,"2"
"2011",송파구,가락동,23923,52.0,477,"2"
"2011",구로구,가리봉동,20914,53.0,406,"2"
"2011",금천구,가산동,16792,53.0,320,"2"
"2011",강서구,가양동,24225,64.0,382,"2"
"2011",종로구,가회동,134667,193.0,673,"2"
"2011",용산구,갈월동,38734,52.0,770,"2"
"2011",은평구,갈현동,17354,53.0,338,"2"
"2011",구로구,개봉동,17077,56.0,310,"2"
"2011",강남구,개포동,28877,49.0,589,"2"
"2011",송파구,거여동,24074,49.0,510,"2"
"2011",종로구,계동,18250,36.0,498,"2"
"2011",강동구,고덕동,30278,61.0,516,"2"
"2011",구로구,고척동,17321,55.0,327,"2"
"2011",마포구,공덕동,27850,48.0,603,"2"
"2011",노원구,공릉동,18108,47.0,416,"2"
"2011",강서구,공항동,16576,45.0,383,"2"
"2011",광진구,광장동,36364,76.0,454,"2"
"2011",종로구,구기동,51223,128.0,393,"2"
"2011",구로구,구로동,15341,47.0,321,"2"
"2011",은평구,구산동,16976,55.0,322,"2"
"2011",마포구,구수동,17075,37.0,452,"2"
"2011",광진구,구의동,22800,56.0,415,"2"
"2011",광진구,군자동,20564,52.0,414,"2"
"2011",구로구,궁동,19091,54.0,358,"2"
"2011",성동구,금호동1가,17283,46.0,385,"2"
"2011",성동구,금호동2가,30422,68.0,446,"2"
"2011",성동구,금호동3가,24757,55.0,454,"2"
"2011",성동구,금호동4가,24314,49.0,475,"2"
"2011",강동구,길동,20239,54.0,378,"2"
"2011",성북구,길음동,16952,43.0,415,"2"
"2011",서대문구,남가좌동,16667,50.0,343,"2"
"2011",중구,남산동2가,20500,67.0,308,"2"
"2011",중구,남창동,22000,63.0,352,"2"
"2011",관악구,남현동,28578,67.0,446,"2"
"2011",강서구,내발산동,18958,56.0,346,"2"
"2011",종로구,내수동,49000,91.0,540,"2"
"2011",서대문구,냉천동,30000,81.0,370,"2"
"2011",마포구,노고산동,25800,50.0,520,"2"
"2011",동작구,노량진동,25387,57.0,454,"2"
"2011",은평구,녹번동,16670,51.0,338,"2"
"2011",강남구,논현동,36141,61.0,595,"2"
"2011",종로구,누상동,25646,62.0,410,"2"
"2011",종로구,누하동,24500,51.0,480,"2"
"2011",광진구,능동,26504,60.0,449,"2"
"2011",동대문구,답십리동,19419,58.0,352,"2"
"2011",영등포구,당산동,19367,58.0,347,"2"
"2011",영등포구,당산동1가,27500,74.0,373,"2"
"2011",영등포구,당산동4가,20000,48.0,420,"2"
"2011",영등포구,당산동5가,14650,35.0,420,"2"
"2011",영등포구,당산동6가,24911,43.0,626,"2"
"2011",마포구,당인동,23175,38.0,619,"2"
"2011",영등포구,대림동,18013,52.0,345,"2"
"2011",동작구,대방동,26003,65.0,408,"2"
"2011",서대문구,대신동,11700,28.0,417,"2"
"2011",은평구,대조동,17588,50.0,366,"2"
"2011",강남구,대치동,36084,55.0,646,"2"
"2011",마포구,대흥동,26322,47.0,570,"2"
"2011",강남구,도곡동,49277,81.0,593,"2"
"2011",영등포구,도림동,20886,58.0,365,"2"
"2011",도봉구,도봉동,14399,49.0,296,"2"
"2011",성동구,도선동,27667,71.0,391,"2"
"2011",마포구,도화동,29750,55.0,544,"2"
"2011",금천구,독산동,17797,56.0,321,"2"
"2011",성북구,돈암동,18529,51.0,400,"2"
"2011",마포구,동교동,26500,68.0,387,"2"
"2011",용산구,동빙고동,65281,89.0,886,"2"
"2011",성북구,동선동2가,11375,33.0,348,"2"
"2011",성북구,동선동3가,20060,63.0,315,"2"
"2011",성북구,동선동4가,21780,57.0,376,"2"
"2011",성북구,동선동5가,22423,70.0,330,"2"
"2011",성북구,동소문동1가,34170,92.0,381,"2"
"2011",성북구,동소문동4가,21929,65.0,339,"2"
"2011",성북구,동소문동6가,21000,57.0,368,"2"
"2011",성북구,동소문동7가,19608,65.0,300,"2"
"2011",종로구,동숭동,17179,52.0,330,"2"
"2011",용산구,동자동,40125,46.0,963,"2"
"2011",동작구,동작동,32534,67.0,509,"2"
"2011",강동구,둔촌동,18392,46.0,422,"2"
"2011",강서구,등촌동,21823,57.0,383,"2"
"2011",강서구,마곡동,32960,52.0,630,"2"
"2011",성동구,마장동,24007,56.0,438,"2"
"2011",송파구,마천동,26685,49.0,564,"2"
"2011",마포구,마포동,37750,83.0,439,"2"
"2011",중구,만리동2가,23000,51.0,476,"2"
"2011",중랑구,망우동,17471,53.0,334,"2"
"2011",마포구,망원동,20600,42.0,532,"2"
"2011",중랑구,면목동,19483,50.0,409,"2"
"2011",종로구,명륜1가,26169,72.0,359,"2"
"2011",종로구,명륜2가,26314,73.0,364,"2"
"2011",종로구,명륜3가,14012,53.0,337,"2"
"2011",강동구,명일동,21691,56.0,398,"2"
"2011",양천구,목동,22314,56.0,415,"2"
"2011",종로구,무악동,24500,81.0,303,"2"
"2011",중랑구,묵동,20262,54.0,379,"2"
"2011",송파구,문정동,25550,53.0,492,"2"
"2011",강북구,미아동,17093,51.0,338,"2"
"2011",서초구,반포동,37883,61.0,690,"2"
"2011",서초구,방배동,34698,58.0,615,"2"
"2011",송파구,방이동,25663,53.0,499,"2"
"2011",도봉구,방학동,15494,50.0,311,"2"
"2011",강서구,방화동,18795,57.0,337,"2"
"2011",강북구,번동,12522,44.0,286,"2"
"2011",용산구,보광동,43973,44.0,1078,"2"
"2011",성북구,보문동1가,13500,23.0,581,"2"
"2011",성북구,보문동2가,18500,47.0,392,"2"
"2011",성북구,보문동3가,18176,54.0,351,"2"
"2011",성북구,보문동4가,19732,51.0,406,"2"
"2011",성북구,보문동5가,24900,78.0,322,"2"
"2011",성북구,보문동6가,24623,64.0,393,"2"
"2011",성북구,보문동7가,23190,55.0,425,"2"
"2011",동작구,본동,26300,51.0,659,"2"
"2011",관악구,봉천동,19806,55.0,368,"2"
"2011",종로구,부암동,29588,83.0,333,"2"
"2011",서대문구,북가좌동,18400,56.0,340,"2"
"2011",서대문구,북아현동,25256,59.0,443,"2"
"2011",은평구,불광동,15950,50.0,330,"2"
"2011",성동구,사근동,12338,36.0,342,"2"
"2011",동작구,사당동,24027,56.0,439,"2"
"2011",종로구,사직동,26000,62.0,423,"2"
"2011",성북구,삼선동1가,19423,49.0,435,"2"
"2011",성북구,삼선동2가,21000,61.0,346,"2"
"2011",성북구,삼선동3가,22375,64.0,357,"2"
"2011",성북구,삼선동4가,14700,44.0,334,"2"
"2011",성북구,삼선동5가,22928,66.0,348,"2"
"2011",강남구,삼성동,33865,52.0,614,"2"
"2011",송파구,삼전동,25526,53.0,488,"2"
"2011",종로구,삼청동,25000,80.0,314,"2"
"2011",노원구,상계동,15118,49.0,319,"2"
"2011",동작구,상도1동,21814,59.0,380,"2"
"2011",동작구,상도동,21368,57.0,381,"2"
"2011",중랑구,상봉동,19474,56.0,357,"2"
"2011",마포구,상수동,21383,39.0,641,"2"
"2011",마포구,상암동,17313,13.0,1309,"2"
"2011",성북구,상월곡동,24331,69.0,362,"2"
"2011",강동구,상일동,61529,107.0,577,"2"
"2011",용산구,서계동,32431,50.0,652,"2"
"2011",마포구,서교동,24691,56.0,457,"2"
"2011",용산구,서빙고동,41233,58.0,739,"2"
"2011",서초구,서초동,36010,69.0,530,"2"
"2011",성북구,석관동,16227,46.0,365,"2"
"2011",송파구,석촌동,25541,51.0,514,"2"
"2011",강동구,성내동,21771,51.0,437,"2"
"2011",성북구,성북동,39419,85.0,424,"2"
"2011",성북구,성북동1가,24005,70.0,355,"2"
"2011",마포구,성산동,20539,51.0,416,"2"
"2011",성동구,성수동1가,43500,59.0,891,"2"
"2011",성동구,성수동2가,37475,57.0,661,"2"
"2011",성동구,송정동,24163,50.0,476,"2"
"2011",송파구,송파동,28838,57.0,518,"2"
"2011",은평구,수색동,22633,49.0,465,"2"
"2011",강북구,수유동,15981,51.0,318,"2"
"2011",종로구,숭인동,18344,52.0,362,"2"
"2011",금천구,시흥동,17927,54.0,338,"2"
"2011",용산구,신계동,40750,34.0,1225,"2"
"2011",마포구,신공덕동,15767,44.0,313,"2"
"2011",종로구,신교동,33050,71.0,436,"2"
"2011",영등포구,신길동,20217,54.0,383,"2"
"2011",중랑구,신내동,18367,59.0,314,"2"
"2011",중구,신당동,23803,60.0,418,"2"
"2011",동작구,신대방동,20245,57.0,373,"2"
"2011",관악구,신림동,17045,52.0,332,"2"
"2011",은평구,신사동,17722,53.0,336,"2"
"2011",동대문구,신설동,11833,41.0,296,"2"
"2011",마포구,신수동,26811,51.0,573,"2"
"2011",종로구,신영동,27826,79.0,348,"2"
"2011",양천구,신월동,15016,50.0,308,"2"
"2011",양천구,신정동,18941,50.0,396,"2"
"2011",용산구,신창동,37667,56.0,670,"2"
"2011",서대문구,신촌동,8250,60.0,153,"2"
"2011",도봉구,쌍문동,15047,50.0,301,"2"
"2011",마포구,아현동,18452,52.0,384,"2"
"2011",성북구,안암동1가,23000,64.0,360,"2"
"2011",성북구,안암동2가,19250,52.0,365,"2"
"2011",성북구,안암동3가,21582,69.0,328,"2"
"2011",성북구,안암동4가,24967,69.0,360,"2"
"2011",성북구,안암동5가,28750,103.0,281,"2"
"2011",강동구,암사동,21533,51.0,432,"2"
"2011",서초구,양재동,38439,65.0,596,"2"
"2011",영등포구,양평동1가,27000,50.0,540,"2"
"2011",영등포구,양평동2가,23733,69.0,341,"2"
"2011",영등포구,양평동3가,14500,65.0,222,"2"
"2011",영등포구,양평동4가,13676,25.0,599,"2"
"2011",영등포구,양평동5가,24500,51.0,513,"2"
"2011",영등포구,양평동6가,21527,39.0,642,"2"
"2011",강남구,역삼동,40694,50.0,765,"2"
"2011",은평구,역촌동,17174,54.0,330,"2"
"2011",종로구,연건동,14804,35.0,466,"2"
"2011",마포구,연남동,23983,59.0,422,"2"
"2011",서대문구,연희동,20673,62.0,342,"2"
"2011",서초구,염곡동,85000,237.0,358,"2"
"2011",마포구,염리동,26704,63.0,455,"2"
"2011",강서구,염창동,22294,50.0,454,"2"
"2011",영등포구,영등포동,22033,51.0,448,"2"
"2011",영등포구,영등포동7가,33075,69.0,478,"2"
"2011",서대문구,영천동,29000,38.0,765,"2"
"2011",송파구,오금동,23010,55.0,433,"2"
"2011",구로구,오류동,18016,55.0,335,"2"
"2011",성동구,옥수동,30833,71.0,428,"2"
"2011",종로구,옥인동,23725,48.0,461,"2"
"2011",서대문구,옥천동,15500,40.0,386,"2"
"2011",구로구,온수동,23370,55.0,429,"2"
"2011",강서구,외발산동,12383,46.0,267,"2"
"2011",마포구,용강동,25402,51.0,522,"2"
"2011",성동구,용답동,26120,66.0,402,"2"
"2011",동대문구,용두동,24278,61.0,402,"2"
"2011",용산구,용문동,34273,81.0,480,"2"
"2011",용산구,용산동2가,26131,41.0,713,"2"
"2011",서초구,우면동,30408,64.0,471,"2"
"2011",강북구,우이동,19007,58.0,326,"2"
"2011",종로구,원서동,22409,52.0,424,"2"
"2011",용산구,원효로1가,40000,65.0,629,"2"
"2011",용산구,원효로3가,44500,52.0,887,"2"
"2011",용산구,원효로4가,51067,62.0,830,"2"
"2011",노원구,월계동,14353,46.0,338,"2"
"2011",성동구,응봉동,15440,49.0,311,"2"
"2011",은평구,응암동,16178,50.0,337,"2"
"2011",동대문구,이문동,13595,37.0,382,"2"
"2011",용산구,이태원동,58829,94.0,579,"2"
"2011",종로구,이화동,35500,79.0,452,"2"
"2011",강남구,일원동,44463,57.0,766,"2"
"2011",강남구,자곡동,113333,246.0,466,"2"
"2011",광진구,자양동,27436,51.0,602,"2"
"2011",송파구,잠실동,24100,49.0,512,"2"
"2011",서초구,잠원동,30357,56.0,539,"2"
"2011",동대문구,장안동,19214,54.0,360,"2"
"2011",성북구,장위동,19706,52.0,385,"2"
"2011",중구,장충동1가,31150,69.0,480,"2"
