건축년도,년,법정동,보증금액,아파트,월,월세금액,일,전용면적,지번,지역코드,층
2004,2011,도화동,"23,000",한화오벨리스크,1,0,14,59,555,11440,9
1996,2011,도화동,"19,000",도화동현대,1,0,14,68.22,357,11440,7
1991,2011,도화동,"17,000",우성,1,0,15,54.72,82,11440,8
1996,2011,도화동,"17,500",도화동현대,1,0,15,68.22,357,11440,6
1991,2011,도화동,"19,000",우성,1,0,15,68.94,82,11440,5
1996,2011,도화동,"19,000",도화동현대,1,0,17,68.22,357,11440,4
1996,2011,도화동,"4,000",도화동현대,1,130,19,128.26,357,11440,4
2000,2011,도화동,"28,000",현대홈타운,1,0,19,113.25,353,11440,18
1996,2011,도화동,"9,000",도화동현대,1,60,20,68.22,357,11440,13
2000,2011,도화동,"19,500",현대홈타운,1,0,20,59.17,353,11440,7
1996,2011,도화동,"3,000",도화동현대,1,90,21,54.72,357,11440,4
1983,2011,도화동,"18,000",정우상가맨션,1,0,21,118.02,536,11440,14
1996,2011,도화동,"26,500",도화동현대,1,0,22,128.26,357,11440,12
2000,2011,도화동,"4,000",현대홈타운,1,125,22,84.95,353,11440,14
1991,2011,도화동,"29,000",우성,1,0,22,128.315,82,11440,7
1996,2011,도화동,"24,000",도화동현대,1,0,23,112.09,357,11440,5
2009,2011,도화동,"25,000",마포동원베네스트,1,0,23,58.65,564,11440,1
2000,2011,도화동,"20,000",현대홈타운,1,0,23,113.25,353,11440,7
1996,2011,도화동,"16,000",도화동현대,1,0,24,54.72,357,11440,7
1997,2011,도화동,"5,000",삼성(550-0),1,130,25,84.98,550,11440,16
2007,2011,도화동,"37,500",마포아크로타워,1,0,26,116.52,563,11440,19
2006,2011,도화동,"2,000",마포트라팰리스,1,180,26,84.02,559,11440,7
1991,2011,도화동,"28,000",우성,1,0,26,111.725,82,11440,14
1998,2011,도화동,"18,000",도화현대,1,0,27,59.4,547,11440,13
1997,2011,도화동,"5,000",삼성,1,130,28,84.985,550,11440,15
2000,2011,도화동,"24,500",현대홈타운,1,0,28,84.95,353,11440,10
1991,2011,도화동,"20,000",우성,1,0,28,79.97,82,11440,1
1991,2011,도화동,"17,000",우성,1,0,28,68.94,82,11440,14
2000,2011,도화동,"24,000",현대홈타운,1,0,29,84.95,353,11440,14
2000,2011,도화동,"25,000",현대홈타운,1,0,29,84.95,353,11440,10
1991,2011,도화동,"20,000",우성,1,0,29,68.94,82,11440,10
1998,2011,도화동,"15,000",도화현대,1,40,29,84.42,547,11440,6
2004,2011,도화동,"18,000",한화오벨리스크,1,0,29,38.88,555,11440,12
1996,2011,도화동,"18,000",도화동현대,1,0,30,68.22,357,11440,16
1991,2011,도화동,"19,000",우성,1,0,31,68.94,82,11440,8
2003,2011,용강동,"24,000",마포용강삼성래미안,1,0,10,59.99,380,11440,5
2002,2011,용강동,"40,000",마포대림1,1,0,10,130.64,500,11440,13
2003,2011,용강동,"31,000",마포용강삼성래미안,1,0,14,84.2,380,11440,7
2003,2011,용강동,"42,000",마포용강삼성래미안,1,0,18,114.03,380,11440,7
2003,2011,용강동,"43,000",마포용강삼성래미안,1,0,24,114.03,380,11440,10
2003,2011,용강동,"3,000",마포용강삼성래미안,1,135,26,59.99,380,11440,13
2003,2011,용강동,"32,000",마포용강삼성래미안,1,0,27,84.2,380,11440,8
1997,2011,토정동,"23,000",한강삼성,1,0,5,59.76,138,11440,10
1997,2011,토정동,"25,000",한강삼성,1,0,13,59.76,138,11440,17
1997,2011,토정동,"25,000",한강삼성,1,0,15,84.96,138,11440,19
1997,2011,토정동,"23,000",한강삼성,1,0,18,59.76,138,11440,13
1997,2011,토정동,"5,000",한강삼성,1,100,19,59.76,138,11440,21
1997,2011,토정동,"23,000",한강삼성,1,0,21,59.76,138,11440,10
1997,2011,토정동,"24,000",한강삼성,1,0,29,59.76,138,11440,17
1997,2011,토정동,"19,000",한강삼성,1,0,29,59.76,138,11440,10
1997,2011,토정동,"23,000",한강삼성,1,0,29,59.76,138,11440,15
2000,2011,마포동,"27,000",쌍용,1,0,5,84.9,253,11440,15
2000,2011,마포동,"19,000",쌍용,1,0,8,59.9,253,11440,10
1996,2011,마포동,"18,000",보성,1,0,15,59.4,442,11440,13
2000,2011,마포동,"20,000",쌍용,1,0,27,59.9,253,11440,5
2000,2011,마포동,"27,000",쌍용,1,0,31,84.9,253,11440,8
2000,2011,대흥동,"26,000",대흥동세양,1,0,3,84.6,802,11440,18
1999,2011,대흥동,"5,000",마포태영,1,0,4,59.4,660,11440,15
1999,2011,대흥동,"25,000",마포태영,1,0,5,59.4,660,11440,9
1999,2011,대흥동,"27,000",마포태영,1,0,6,84.77,660,11440,16
1999,2011,대흥동,"8,000",마포태영,1,150,7,114.93,660,11440,14
1999,2011,대흥동,"33,000",마포태영,1,0,10,114.93,660,11440,1
1999,2011,대흥동,"31,000",마포태영,1,0,11,114.93,660,11440,7
2006,2011,대흥동,"17,000",성신,1,0,11,64.05,18-55,11440,3
1999,2011,대흥동,"21,500",마포태영,1,0,11,59.4,660,11440,8
1999,2011,대흥동,"14,500",마포태영,1,45,12,59.4,660,11440,8
1999,2011,대흥동,"29,000",마포태영,1,0,13,84.77,660,11440,17
1999,2011,대흥동,"33,000",마포태영,1,0,17,114.93,660,11440,16
1999,2011,대흥동,"4,000",마포태영,1,100,17,59.4,660,11440,13
1999,2011,대흥동,"22,000",마포태영,1,0,17,59.4,660,11440,9
1999,2011,대흥동,"29,000",마포태영,1,0,18,84.77,660,11440,10
2007,2011,대흥동,"6,000",동양엔파트,1,150,18,84.893,803,11440,14
1999,2011,대흥동,"22,000",마포태영,1,0,18,59.4,660,11440,17
1999,2011,대흥동,"22,500",마포태영,1,0,18,59.4,660,11440,19
1999,2011,대흥동,"22,000",마포태영,1,0,20,59.4,660,11440,8
1999,2011,대흥동,"20,000",마포태영,1,0,21,59.4,660,11440,1
1999,2011,대흥동,"6,000",마포태영,1,0,21,84.77,660,11440,18
2007,2011,대흥동,"20,000",동양엔파트,1,50,21,84.893,803,11440,3
1999,2011,대흥동,"26,000",마포태영,1,0,23,84.77,660,11440,5
1999,2011,대흥동,"22,000",마포태영,1,0,24,59.4,660,11440,3
1999,2011,대흥동,"29,500",마포태영,1,0,25,84.77,660,11440,10
2000,2011,대흥동,"21,000",대흥동세양,1,0,25,60,802,11440,11
1999,2011,대흥동,"19,500",마포태영,1,65,29,84.77,660,11440,1
2000,2011,대흥동,"18,000",대흥동세양,1,0,31,60,802,11440,14
